Application ID,Current City,Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
MS0437,Hyderabad,"C Programming, C++ Programming, CSS, Deep Learning, HTML, Image Processing, JavaScript, Machine Learning, Natural Language Processing (NLP), Python, Computer Vision, Java",Indian Institute Of Technology Bhubaneswar,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,9.36/10,98.00/98.00,10.00/10.00
MS0438,Kharagpur,"C Programming, Data Analytics, Data Science, Event Management, HTML, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Python, Tableau",Indian Institute Of Technology Kharagpur,B.Tech (Hons.),Chemical Engineering,2022,N/A,7.51/10,93.00/93.00,10.00/10.00
MS0439,Mumbai,"Embedded Systems, Arduino, C Programming, LabVIEW, Python, Image Processing, VHDL",Vivekanada Education Society's Institute Of Technology,Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2019,N/A,7.82/10,N/A,89.09/89.09
MS0440,Valsad,"Algorithms, Android, C++ Programming, CSS, Computer Vision, Data Structures, Deep Learning, GitHub, HTML, Java, Machine Learning, Python, SQL, Database Management System (DBMS), Firebase, JavaScript, Natural Language Processing (NLP)",Pandit Deendayal Petroleum University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,9.58/10,92.80/92.80,N/A
MS0441,Kolkata,"C Programming, Java, SQL, Artifical Intelligence, Machine Learning, Python",Jadavpur University,Master of Engineering (M.E),Computer Science & Engineering,2020,8.21/10,8.62/10,N/A,N/A
MS0442,Pune,"Django, Python, Data Analytics, Data Science, Database Management System (DBMS), Flask, Machine Learning, MySQL, Natural Language Processing (NLP)",MIT World Peace University (Pursuing),Master of Technology (M.Tech),Data Science And Analytics,2021,74.00/100,61.00/100,60.00/60.00,71.00/71.00
MS0443,Hyderabad,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Tamil Proficiency (Spoken), Adobe Photoshop, C Programming, Computer Networking, Data Analytics, Data Science, Data Structures, HTML, MS-Office, MS-Word, Python, XML, Java, MS-Excel, R Programming, SAP",Malla Reddy Engineering College,Bachelor of Technology (B.Tech),Computer  Science,2019,N/A,56.87/100,7.50/7.50,6.80/6.80
MS0444,Delhi,"Computer Vision, Deep Learning, GitHub, Machine Learning, Natural Language Processing (NLP), OpenCV, Python, Android, C++ Programming, Data Science, Java, Linux, MySQL","University School of Information Technology, Guru Gobind Singh Indraprastha University",Bachelor of Technology (B.Tech),Information Technology,2021,N/A,N/A,N/A,N/A
MS0445,Bangalore,"HTML, .NET, Android, CSS, Java, JavaScript, PHP, Python, SQL, Machine Learning",Bangalore Institute Of Technology,Master of Computer Applications (MCA),Computer  Science,2019,N/A,76.62/100,N/A,N/A
MS0446,Vijayawada,"C Programming, C++ Programming, HTML, Java, Machine Learning, Python, CSS",Koneru Lakshmaiah Educational Foundation,Master of Technology (M.Tech),Computer  Science,2020,9.00/10,72.25/100,76.40/76.40,71.50/71.50
MS0447,Manipal,"Data Analytics, MS-Excel, SQL, C++ Programming, HTML, Java, Python",Manipal Institute of Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,7.60/10,91.30/91.30,9.60/9.60
MS0448,Chennai,"Python, Data Analytics, MS-Excel, Machine Learning, Natural Language Processing (NLP), SQL",VIT Chennai,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.80/10,N/A,N/A
MS0449,Hyderabad,"Mathematics, Python, Machine Learning, Natural Language Processing (NLP), OpenCV",Sreenidhi Institute Of Science & Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,9.00/10,N/A,N/A
MS0450,Hyderabad,"Android, C++ Programming, Python",Chaitanya Bharathi Institute Of Technology Autonomous,Bachelor of Engineering (B.E),Information Technology,2019,N/A,8.00/10,N/A,N/A
MS0451,Hoboken,"HTML, JSP, Java, MySQL, Python, Servlets, Bootstrap, CSS, Django, Eclipse (IDE), Golang, JavaScript, PHP, REST API, WordPress, Hadoop",Stevens Institute Of Technology,Master of Science (M.S.),Information Systems,2021,N/A,4.00/4,N/A,N/A
MS0452,Palghar,"Python, Arduino, C Programming, C++ Programming, Embedded Systems, LaTeX, PCB Design, MySQL, OpenCV",Bhartiya Vidya Bhavan's Sardar Patel Institute Of Technology,Master of Technology (M.Tech),Electronics and Telecommunication Engineering (ETE),2019,N/A,7.94/10,58.83/58.83,67.45/67.45
MS0453,Jamshedpur,"Android, BIG DATA ANALYTICS, Data Analytics, Data Science, Java, Linux, Machine Learning, MySQL, Python, Kotlin, R Programming",silicon institute of technology,B.Tech (Hons.),Computer  Science,2021,N/A,8.24/10,93.25/93.25,95.80/95.80
MS0454,Kolkata,"C Programming, C++ Programming, Python, R Programming, Data Analytics, MS-Excel, Machine Learning, MySQL, Tableau, Ethical Hacking, Java, JavaScript, jQuery",Amity University,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,N/A,75.00/75.00,10.00/10.00
MS0455,Kolkata,"C Programming, Computer Vision, Data Analytics, Java, Machine Learning, MongoDB, Python, SQL, C++ Programming, Database Management System (DBMS)",RCC Institute of Information Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,8.10/10,8.89/8.89,9.10/9.10
MS0456,Dhanbad,"C Programming, C++ Programming, Data Structures, Mathematics, Bootstrap, CSS, Deep Learning, HTML, Machine Learning, MySQL, Python",IIT(ISM) Dhanbad,Integrated M.Tech,Mathematics and Computing,2021,N/A,8.50/10,90.00/90.00,9.80/9.80
MS0457,Delhi,"C++ Programming, CSS, Data Structures, HTML, Java, JavaScript, MongoDB, Node.js, Python, SQL, Deep Learning, Machine Learning",Northern India Engineering College,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,82.00/100,92.60/92.60,8.20/8.20
MS0458,Ado Ekiti,"Artifical Intelligence, Data Science, English Proficiency (Written), MS-Excel, MS-Office, Mathematics, Physics, Python, SQL, SQLite, C Programming, Database Management System (DBMS), Deep Learning, Email Marketing, MS SQL Server, MS-PowerPoint, Machine Learning, Neural Networks, SPSS, Statistical Modeling, Computer Vision, Java",Federal University Oye-ekiti,Bachelor of Engineering (B.E),Computer Science & Engineering,2019,N/A,4.60/5,N/A,N/A
MS0459,Navi Mumbai,"Physics, Data Analytics, Flask, MS-Excel, Machine Learning, Python, Statistical Modeling, Deep Learning, Neural Networks",Dg Ruparel,Bachelor of Science (B.Sc),Physics,2021,N/A,8.72/10,89.40/89.40,10.00/10.00
MS0460,Delhi,"C Programming, C++ Programming, CSS, Computer Vision, Deep Learning, HTML, JavaScript, Machine Learning, Python, Arduino, Java, PHP, R Programming",Bharati Vidyapeeth's College of Engineering,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,9.09/10,95.40/95.40,10.00/10.00
MS0461,Pune,"C Programming, C++ Programming, Deep Learning, Machine Learning, Mathematics, MySQL, Natural Language Processing (NLP), Neural Networks, OpenCV, Python, Tableau, Java, MS-Excel, R Programming, SPSS, Statistical Modeling",S P College,,Data Science,2020,N/A,70.00/100,N/A,N/A
MS0462,Kurnool,"C++ Programming, Data Analytics, MS-Office, Machine Learning, Data Science, Data Structures, Deep Learning, Flutter, MySQL, Oracle, Python, Verilog","Indian Institute Of Information Technology Design & Manufacturing, Kurnool",Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.29/10,85.60/85.60,9.80/9.80
MS0463,Hyderabad,"Computer Vision, Data Science, Image Processing, Machine Learning, OpenCV, Python",University of Bedfordshire,Master of Science (M.S.),,2010,N/A,N/A,N/A,N/A
MS0464,Gurgaon,"ASP.NET, C#, CSS, Data Science, HTML, MS-Excel, Machine Learning, MySQL, R Programming, SQL, Statistical Modeling, Data Analytics, Data Structures, Python",Maharana Institute Of Technology And Science,Bachelor of Technology (B.Tech),Computer  Science,2015,65.00/100,N/A,N/A,N/A
MS0465,Delhi,"Data Analytics, Data Science, Machine Learning, Python, MS-Excel, SQL",DGI,Bachelor of Technology (B.Tech),Information Systems,2018,N/A,N/A,N/A,N/A
MS0466,Bhubaneswar,"Biology, Blogging, Amazon Web Services (AWS), Bootstrap, CSS, Deep Learning, Ethical Hacking, HTML, Internet of Things (IoT), Java, Python, JavaScript, Machine Learning",Centurion University of Technology and Management,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,N/A,8.00/100,80.00/80.00,80.00/80.00
MS0467,Sambalpur,"Arduino, GNU Octave, MATLAB, Robotics, C Programming, C++ Programming, OpenCV, Python, Computer Vision, Machine Learning",Veer Surender Sai University of Technology,B.Tech (Hons.),Electrical and Electronics Engineering,2021,N/A,N/A,81.60/81.60,9.80/9.80
MS0468,Mumbai,"English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, MS-Word, Android, Blockchain, Java, Machine Learning, Python",Vivekanand Education Society's Institute Of Technology Chembur Mumbai,Bachelor of Engineering (B.E),Extc,2021,N/A,9.00/10,10.00/10.00,N/A
MS0469,Kanpur,"Data Analytics, Embedded Systems, Image Processing, SQL, Arduino, OpenCV, Python, Tableau",,,,0,N/A,N/A,78.20/78.20,N/A
MS0470,Lucknow,"C Programming, MATLAB, Python, Unix, Artifical Intelligence, C++ Programming, Data Analytics, Data Science, HTML, Java, MS-Excel, MS-PowerPoint, Machine Learning, WordPress, Linux",Jaypee University Of Information Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,N/A,N/A,N/A,80.00/80.00
MS0471,Ambasamudram,"Arduino, Data Structures, Deep Learning, Internet of Things (IoT), MATLAB, Python, Machine Learning, SQLite",government college of technology,Bachelor of Engineering (B.E),Electronics and Instrumentation,2021,N/A,8.10/10,N/A,N/A
MS0472,Kanpur Dehat,"Android, C Programming, C++ Programming, Computer Vision, Image Processing, Machine Learning, OpenCV, Python",Indian Institute Of Technology Kanpur,Bachelor of Technology (B.Tech),Aerospace Engineering,2021,N/A,7.40/10,93.40/93.40,10.00/10.00
MS0473,Hyderabad,"HTML, AJAX, CSS, Django, Materialize, MongoDB, Node.js, PostgreSQL, Python",Keshav Memorial Institute Of Commerce And Science,Bachelor of Science (B.Sc),Computer  Science,2018,N/A,52.00/100,55.00/55.00,8.80/8.80
MS0474,Hyderabad,"C Programming, Data Science, Machine Learning, Python, SQL",JBIET,Master of Technology (M.Tech),Computer Science & Engineering,2020,8.90/10,7.30/10,67.00/67.00,N/A
MS0475,Nadiad,"Computer Vision, Image Processing, Mathematics, Python, Artifical Intelligence, C Programming, C++ Programming, Deep Learning, Embedded Systems, HTML, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Verilog",Dharmsinh Desai University,Bachelor of Technology (B.Tech),Electronics and Communication,2020,N/A,7.74/10,73.58/73.58,9.00/9.00
MS0476,Gwalior,"C Programming, Data Structures, Deep Learning, Java, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, CSS, JavaScript",IIIT Gwalior,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,7.94/10,90.60/90.60,93.83/93.83
MS0477,Thiruvananthapuram,"C++ Programming, Java, MS-Excel, Python, R Programming, SQL",GEC Batron Hill,Integrated B.Tech,Electronics and Communication,2021,N/A,9.24/10,93.00/93.00,9.60/9.60
MS0478,Jalandhar,"Data Analytics, Data Structures, MS-Excel, MS-Word, Algorithms, C Programming, C++ Programming, Java, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Deep Learning","DAV University, Jalandhar",Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.32/10,73.00/73.00,N/A
MS0479,Noida,"HTML, MySQL, Bootstrap, CSS, Data Structures, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), Machine Learning, PHP, Python, SQL, C++ Programming, Data Analytics, Data Science, Objective C","Jaypee Institute of Information Technology, Noida",Bachelor of Technology (B.Tech),Computer  Science And Engineering,2021,N/A,N/A,N/A,N/A
MS0480,Bangalore,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, C Programming, Java, Python, SolidWorks, Artifical Intelligence, Machine Learning",Acharya Institute Of Technology,Bachelor of Engineering (B.E),Mechatronics,2021,N/A,6.70/10,N/A,N/A
MS0481,Dhanbad,"English Proficiency (Spoken), English Proficiency (Written), MATLAB, MS-Office, ANSYS, Algorithms, AutoCAD, Computer Vision, Data Analytics, Data Science, Deep Learning, GNU Octave, MS-Excel, Machine Learning, Python, C++ Programming, Natural Language Processing (NLP), SolidWorks",IIT ISM Dhanbad,Bachelor of Technology (B.Tech),Mechanical Engineering,2022,N/A,8.12/10,92.60/92.60,96.80/96.80
MS0482,Kolkata,"Java, LaTeX, C++ Programming, Deep Learning, HTML, Image Processing, Machine Learning, OpenCV, Python",Jalpaiguri Government Engineering College,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,N/A,6.93/10,92.50/92.50,94.60/94.60
MS0483,Pune,"C++ Programming, Python, C Programming","MIT ACADEMY OF ENGINEERING, PUNE",Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,9.30/10,82.00/82.00,98.00/98.00
MS0484,New Delhi,"Computer Vision, Image Processing, Machine Learning, OpenCV, Python",Amity University,,PG Diploma In ML & AI,2019,N/A,91.00/100,75.00/75.00,88.00/88.00
MS0485,Ghaziabad,"Machine Learning, MySQL, MS-Excel, Python",Raj Kumar Goel Institute Of Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,N/A,8.00/10,85.00/85.00,10.00/10.00
MS0486,Bangalore,"Java, Computer Vision, Image Processing, Linux, Machine Learning, MongoDB, Natural Language Processing (NLP), OpenCV, Python, SQL",Great Lakes Institute of Management,Post Graduate Programme (PGP),Artificial Intelligence And Machine Learning,2020,N/A,7.50/100,N/A,N/A
MS0487,Delhi,"Algorithms, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, MS-Excel, Machine Learning, MySQL, PHP, Python, Software Testing, jQuery, Data Analytics",Vishveshwarya Group Of Institutions,B.Tech (Hons.),Computer  Science,2021,N/A,9.00/10,N/A,7.40/7.40
MS0488,Kolkata,"Java, Python, Artifical Intelligence, C++ Programming, Data Science, Machine Learning, Natural Language Processing (NLP), SQL","University Of Texas , Austin And Great Learning",,Artificial Intelligence And Machine Learning,2021,6.72/10,56.00/100,66.75/66.75,77.60/77.60
MS0489,Chennai,"Data Analytics, Python, SQL, Computer Vision, Deep Learning, OpenCV, R Programming",Saranathan College of Engineering,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2016,N/A,7.50/10,8.70/8.70,9.40/9.40
MS0490,Kanpur Nagar,"C Programming, Computer Vision, Image Processing, Java, Machine Learning, Natural Language Processing (NLP), OpenCV, Python, SQLite",Psit,Bachelor of Technology (B.Tech),computer science,2022,N/A,8.70/10,N/A,N/A
MS0491,Bangalore,"C Programming, Machine Learning, Raspberry Pi, Arduino, Eclipse (IDE), Internet of Things (IoT), Java, Python, R Programming, Image Processing, OpenCV",RVCE,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2021,N/A,6.30/10,N/A,N/A
MS0492,Pimpri-Chinchwad,"Python, R Programming, MS-Office, MS-PowerPoint, Natural Language Processing (NLP), Tableau, MS SQL Server, MS-Word, SAS",Imarticus Learning,Post Graduate Diploma,Data Analytics,2020,N/A,N/A,N/A,N/A
MS0493,Shirpur-Warwade,"C Programming, Java, MS-Excel, MS-Office, Python, HTML, Machine Learning, R Programming, Statistical Modeling",R C Patel Institute of Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.04/10,N/A,N/A
MS0494,Ranchi,"Internet of Things (IoT), MS-Excel, Machine Learning, Python, SQL, Statistical Modeling, Data Analytics, Data Science, Tableau","Birla Institute Of Technology, Mesra",Master of Technology (M.Tech),Computer  Science,2020,8.82/10,6.76/10,86.20/86.20,82.57/82.57
MS0495,Uppinangady,Python,"Srinivas Institute Of Technology, Valachil  Mangalore",Bachelor of Engineering (B.E),Electronics and Communication,2021,N/A,7.46/10,88.33/88.33,91.20/91.20
MS0496,Mumbai,"Data Analytics, Data Science, Python, R Programming, SAS",MH SABOO SIDDIK COLLEGE OF ENGINEERING,Bachelor of Engineering (B.E),Information Technology,2019,N/A,5.79/10,N/A,N/A
MS0497,Chennai,"Machine Learning, Python, Deep Learning",Indian Institute Of Technology Madras,Dual Degree,Biotechnology,2021,N/A,N/A,N/A,N/A
MS0498,Bangalore,"C Programming, SQL, Data Analytics, Machine Learning, Python, R Programming","Bangalore Institute of Technology, Bangalore",Master of Technology (M.Tech),Computer Science & Engineering,2015,76.60/100,66.60/100,68.83/68.83,87.04/87.04
MS0499,Bhopal,"Java, Machine Learning, Data Science, Python",Technocrata Institute Of Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2020,N/A,7.77/10,61.00/61.00,7.80/7.80
MS0500,Kharagpur,"Python, C++ Programming, Data Analytics, English Proficiency (Written), MS-Excel, MS-Word, Machine Learning, Accounting, Adobe Photoshop, Financial Modeling, SolidWorks",Indian Institute Of Technology Kharagpur,Bachelor of Technology (B.Tech),Civil Engineering,2022,N/A,7.67/10,87.60/87.60,10.00/10.00
MS0501,Gurgaon,"Python, CSS, Django, HTML, JavaScript, Machine Learning, Natural Language Processing (NLP), SQL, Tableau, Deep Learning","Ashoka Institute Of Technology And Management, Sarnath ,paharia ,varanasi",B.Tech (Hons.),Electronics and Communication,2019,N/A,70.58/100,57.20/57.20,7.60/7.60
MS0502,Tadipatri,"C Programming, Python, Embedded Systems, Java, SQL, Android",Annamacharya Institute Of Technology And Sciences,B.Tech (Hons.),,2020,N/A,80.20/100,96.50/96.50,N/A
MS0503,Mumbai,"C Programming, Django, Flask, CSS, Computer Vision, Database Management System (DBMS), HTML, Image Processing, Java, JavaScript, Machine Learning, Python, SQL, Bootstrap, PHP",Dwarakdas Jivanlal Sanghvi College Of Engineering,Bachelor of Engineering (B.E),Information Technology,2021,N/A,9.77/10,N/A,N/A
